dataset,subject,state,n_episodes,mean_dwell,cv_observed,cv_geometric,overdispersion,ks_stat,ks_p
NURSE,15_1594220239,overloaded,38,4.526315789473684,1.5024767725779624,0.8826492890394579,0.6198274835385045,0.22093023255813948,0.04139650032403408
NURSE,15_1594325201,overloaded,19,3.1052631578947367,1.3578376442284563,0.8233869695926183,0.5344506746358381,0.3220338983050848,0.029734303667828144
NURSE,15_1594380033,overloaded,15,9.533333333333333,0.9719021903827517,0.9460998335825321,0.025802356800219584,0.15805809199587412,0.7935866832456163
NURSE,15_1595425036,overloaded,14,4.285714285714286,1.0033277962194942,0.8755950357709131,0.12773276044858106,0.2333333333333334,0.37257846619431345
NURSE,15_1595425036,stuck,19,1.2105263157894737,0.33678116053977536,0.41702882811414954,-0.08024766757437418,0.8260869565217391,8.384082460129028e-15
NURSE,15_1595433234,overloaded,14,6.0,1.2786401506759573,0.9128709291752769,0.36576922150068036,0.19444444444444453,0.5980253318656219
NURSE,15_1595446619,overloaded,13,9.076923076923077,1.9005737049451032,0.9433082785996189,0.9572654263454844,0.4730984475815001,0.0034196905002094047
NURSE,15_1595446619,stuck,28,3.0357142857142856,1.0247457275970335,0.8188945202491696,0.20585120734786388,0.3294117647058823,0.003299035083276114
NURSE,15_1595608145,overloaded,31,3.2903225806451615,0.9861595068023192,0.8343131494664033,0.1518463573359159,0.303921568627451,0.0048834289746232384
NURSE,15_1595608145,stuck,28,1.1428571428571428,0.3061862178478973,0.3535533905932738,-0.047367172745376496,0.875,1.0569592287638161e-25
NURSE,15_1595947283,overloaded,9,3.5555555555555554,0.9291292967074065,0.8477912478906585,0.081338048816748,0.28125,0.40034412671640074
NURSE,15_1595953571,overloaded,17,14.176470588235293,1.1736945626213946,0.9640853597648203,0.20960920285657425,0.15312245031034577,0.7657918962238344
NURSE,15_1596027852,overloaded,8,18.625,1.8126148851726505,0.9727840072864143,0.8398308778862361,0.44630872483221473,0.056903731002304836
NURSE,15_1596027852,stuck,10,4.8,0.9119195261766371,0.8897565210026093,0.022163005174027806,0.20833333333333337,0.7051642466220845
NURSE,15_1596037241,overloaded,33,5.545454545454546,1.5321219445464103,0.9053574604251853,0.626764484121225,0.27792300864055774,0.009567741400029584
NURSE,15_1596037241,stuck,25,1.88,1.1781164425452875,0.6841674549282352,0.4939489876170523,0.5319148936170213,3.9407570130710886e-07
NURSE,15_1596204744,overloaded,10,19.6,1.6264550721198305,0.9741558354989898,0.6522992366208408,0.36211555255738526,0.11099863180379621
NURSE,15_1596204744,stuck,21,1.4761904761904763,0.3977041292238049,0.5679618342470648,-0.17025770502325993,0.6774193548387096,4.537247443748423e-10
NURSE,15_1596222922,stuck,13,6.153846153846154,1.6801227633717721,0.9151502608861564,0.7649725024856158,0.45288461538461544,0.005917958966089043
NURSE,15_1596551659,overloaded,27,5.592592592592593,1.2110335841761546,0.906196475925686,0.3048371082504686,0.19287490639624316,0.23536069403135562
NURSE,15_1596551659,stuck,29,1.3448275862068966,0.44853476114194624,0.5063696835418333,-0.05783492239988708,0.7435897435897436,4.9836212643495374e-17
NURSE,15_1596564517,overloaded,22,7.045454545454546,1.162955794973048,0.9263177187817537,0.2366380761912943,0.23627471383975018,0.14533118838109205
NURSE,15_1596636683,overloaded,19,9.631578947368421,1.4252556187530234,0.9466651273750281,0.47859049137799536,0.20224248097017383,0.3685909003672785
NURSE,15_1596653112,overloaded,21,4.9523809523809526,1.5671602101445647,0.8933515114874565,0.6738086986571082,0.22260227522108078,0.21443188114557588
NURSE,15_1596653112,stuck,20,1.5,0.53748384988657,0.5773502691896258,-0.03986641930305579,0.6666666666666666,2.781799094744576e-09
NURSE,5C_1587297777,overloaded,47,10.042553191489361,2.084883556146214,0.9489065964643513,1.1359769596818627,0.42778416800625874,2.518331199796936e-08
