dataset,subject,var_exponent,var_ci_lo,var_ci_hi,var_r2,var_p_vs_pred,var_n,ac1_exponent,ac1_ci_lo,ac1_ci_hi,ac1_r2,ac1_p_vs_pred,ac1_n,kendall_tau_var,kendall_p_surrogate,n_onsets,auc_lead3,auc_lead6,auc_lead12
EXAM,S6,-0.9422359087080857,-1.5839429987252045,-0.3573934175833891,0.026921873773924708,0.15292353823088456,219,0.7558944984146495,0.47615501520342735,1.1030506533833209,0.04353515725980847,0.07496251874062969,293,-0.47360758603008507,0.9651741293532339,30,0.4887039239001189,0.4827586206896552,0.4149821640903686
EXAM,S7,2.545374092056696,1.3868816533326294,3.5215308200234423,0.48009861317693847,0.0009995002498750624,92,-1.0447157526877373,-1.3508826314582905,-0.748141715075183,0.2785116252712694,0.0009995002498750624,230,-0.5508786950712626,0.004975124378109453,13,0.4888888888888889,0.48333333333333334,0.5987654320987654
EXAM,S8,-3.261143331823635,-4.019452638854345,-2.587507060853313,0.31142829767835967,0.0009995002498750624,140,-1.6400772086624424,-1.9821825319008657,-1.3710297265434894,0.3354356372439382,0.0009995002498750624,140,0.13829145728643213,0.15422885572139303,19,0.47555555555555556,0.47619047619047616,0.5512820512820513
EXAM,S9,0.7025228322625964,-0.15294718123831877,1.571986272904284,0.028719535236689585,0.0079960019990005,82,0.09978851122961906,-0.363628181571193,0.565120263657546,0.002317338222795539,0.08395802098950525,82,-0.3553768844221105,0.8159203980099502,6,0.5694444444444444,0.6666666666666666,0.8333333333333334
NURSE,15_1594140175,-0.6210066842147381,-0.7730128386598663,-0.48807335343519354,0.30905179679095557,0.06296851574212893,133,0.13405246611116495,0.06339255393252942,0.21850947237720272,0.08220070920487027,0.0009995002498750624,133,-0.1958793969849246,0.6467661691542289,8,0.6,0.4166666666666667,0.1
NURSE,6B_1587569373,-0.15080754977833377,-0.28223725107610853,-0.009506727935152432,0.026514214518703248,0.0009995002498750624,185,0.06288861832995986,0.0072770783734610375,0.11743371223039821,0.015949020594979373,0.0009995002498750624,185,0.5024120603015075,0.13432835820895522,12,0.4444444444444444,0.5486111111111112,0.5486111111111112
NURSE,CE_1586788313,0.16550738042350957,-0.1205115341241764,0.42585388712793854,0.020361547342922247,0.0009995002498750624,62,-0.003072766343131213,-0.11912312829508744,0.12629911954468287,5.89167616219609e-05,0.0009995002498750624,62,0.22190954773869345,0.12935323383084577,10,0.5,0.26,0.24
NURSE,15_1594149654,-0.23501917959211413,-0.5695661008694914,-0.15186195330147487,0.1684223736231545,0.10294852573713144,25,0.17281380993528642,0.11401636210451818,0.425492474849902,0.1827183960578627,0.01899050474762619,25,,,8,,,
NURSE,6B_1587585327,-0.09646940455967357,-0.27848863624919734,0.07803467880156632,0.005112830019944126,0.0009995002498750624,214,0.06362759488341614,-0.009394802525186919,0.13801118300920645,0.011527997955314385,0.0009995002498750624,214,-0.08462311557788944,0.5174129353233831,23,0.4329004329004329,0.32575757575757575,0.42105263157894735
NURSE,7E_1603309557,-0.3841411596771938,-0.6264052354757714,-0.08238255918039829,0.11816507275660257,0.4127936031984008,44,0.015539276398116674,-0.2110363136936059,0.22364484030092796,0.00044045921961071853,0.0009995002498750624,44,0.13557323902151486,0.32338308457711445,10,0.4642857142857143,0.48214285714285715,0.4444444444444444
NURSE,8B_1594153037,-0.29199931177385147,-0.42565322267508937,-0.1649609819147378,0.2958870512121595,0.004997501249375313,32,0.2713105255732934,0.14484377891962535,0.3881062363379205,0.2599666777371043,0.0029985007496251873,32,-0.30505050505050507,0.3582089552238806,5,,,
NURSE,BG_1603681317,,,,,,15,,,,,,15,-0.6602282704126426,0.8557213930348259,4,,,
NURSE,E4_1587236732,,,,,,9,,,,,,9,,,3,,,
NURSE,15_1594213322,0.20671392923873586,0.08255796226314868,0.385152740912806,0.0999425241272975,0.0009995002498750624,74,-0.03175607192139626,-0.09428401648099237,0.03889685693831275,0.008966441948985944,0.0009995002498750624,74,0.11437908496732029,0.14925373134328357,6,0.36,0.55,0.7333333333333333
NURSE,5C_1587297777,0.10612663125782114,-0.013621825630805967,0.21379648978469054,0.005441924275941091,0.0009995002498750624,612,-0.06667210789313843,-0.1231370416885744,-0.008217716525971848,0.0070477730710401445,0.0009995002498750624,612,0.5199999999999999,0.04477611940298507,44,0.4927685950413223,0.4553202479338843,0.5023243801652892
NURSE,6B_1587653438,0.17807075182344367,-0.39891035599955826,0.49573637673107684,0.05125865458379546,0.03498250874562719,20,-0.0772086934875347,-0.1789692956976394,0.15732947741905332,0.08558904430771745,0.0009995002498750624,20,-0.5554796081111871,0.527363184079602,6,0.24,0.2,0.7333333333333333
