dataset,subject,n_entry,n_exit,mean_entry_b,mean_exit_b,observed_width,a_bar,predicted_width,t,p
WESAD,S2,20,20,73.68231140289424,-40.92076040488632,114.60307180778057,81.46711300684166,566.0458342983761,6.865695587676013,6.452912400566217e-08
WESAD,S3,14,15,19.449732044343687,1.3010858985127622,18.148646145830924,27.228953161693298,109.37662706464594,1.664863042968923,0.10759808365410463
WESAD,S10,12,12,10.424368149727147,-2.0458925557648655,12.470260705492013,24.35586414351563,92.53018353639776,7.818564014811118,3.2362551995841835e-07
WESAD,S11,8,9,23.166659682076073,7.460760717538447,15.705898964537626,9.448042832155595,22.35583468316672,1.4276220273072757,0.17619410738982136
WESAD,S14,15,14,14.173364885686006,15.918479376034233,-1.745114490348227,7.938494240714819,17.21810335054523,-0.8083722605607415,0.4262749574655358
WESAD,S15,17,16,70.52197562334142,32.86932622792216,37.65264939541926,68.15370680239943,433.1240821639048,4.012813514664829,0.0003837764744053302
WESAD,S16,7,7,49.73951287410036,13.376368625327514,36.36314424877285,82.04600894789698,572.0899247277925,3.3586158874741185,0.005932734995296289
EXAM,S1,12,12,19.10794958460334,15.496968407116618,3.610981177486721,30.05860822750191,126.86195836130328,1.9443750998582485,0.06777067799446763
EXAM,S2,63,63,5.209184328678512,-2.776244280901926,7.985428609580438,28.586533922656933,117.65770168744153,9.788358370579909,5.4222839510775815e-17
EXAM,S2,17,16,12.740097745356104,10.152650549221171,2.5874471961349332,17.45059267003101,56.11686246558935,1.7698892274099924,0.08679912330259935
EXAM,S3,5,5,0.41153054247880727,2.688710474233412,-2.277179931754605,10.671742027198723,26.836822064836635,-0.5188390758389662,0.6184457804332404
EXAM,S4,17,16,6.831833106568079,4.799527061029514,2.032306045538565,7.863569158364092,16.97491761754711,1.4414726585616322,0.16003353958150948
EXAM,S5,13,13,0.3518693992034368,0.46372630359039396,-0.11185690438695717,1.2216055610491978,1.0393806104791252,-1.7564131996111627,0.09591270179939199
EXAM,S6,41,41,15.097312566491727,6.567794419381172,8.529518147110554,30.003767824868287,126.5149369717578,2.03666168242528,0.04595882793797522
EXAM,S7,15,16,2.320757531137113,1.4747148356871294,0.8460426954499836,9.487131143067087,22.494713448635544,1.2250380829804615,0.2316901991811726
EXAM,S8,24,24,10.940791187318643,11.408340624518596,-0.4675494371999527,10.28508596612989,25.391595928552416,-0.2349832955479044,0.8155873480884084
EXAM,S9,6,6,1.6319866292366383,1.9519916493823064,-0.3200050201456681,0.8436578530266333,0.5965236126700821,-0.7345991914190275,0.4797343480139251
NURSE,15_1594140175,8,8,4.288668691939989,2.016591205610485,2.272077486329504,16.169238435076448,50.05096522253307,1.5342304589582159,0.1474973509464967
NURSE,6B_1587569373,14,13,0.5001584413093704,0.17781120543219764,0.32234723587717273,1.3890516759803513,1.2602471195150249,1.6008644794169251,0.1259093927732456
